fold,rat,frame,image_miou,iou_background,iou_head,iou_body,iou_tail,csv_path
2,Rat2,1,0.7969481443054424,0.9862758714499467,0.834296961495879,0.9129824561403509,0.4542372881355932,data_full\Rat2\CSV\Thermal_1_CSV.csv
2,Rat2,2,0.9051918805253285,0.9937656260588271,0.912538559245146,0.9543694400837258,0.760093896713615,data_full\Rat2\CSV\Thermal_2_CSV.csv
2,Rat2,3,0.8583974005711966,0.994624827741373,0.868835566023848,0.9351157071694306,0.635013501350135,data_full\Rat2\CSV\Thermal_3_CSV.csv
2,Rat2,4,0.8620087916611803,0.9886404078994196,0.7527114967462039,0.9069404730959189,0.7997427889031784,data_full\Rat2\CSV\Thermal_4_CSV.csv
2,Rat2,5,0.6475617832985792,0.9718270432775268,0.7314272322474806,0.8774471620709352,0.009545695598373696,data_full\Rat2\CSV\Thermal_5_CSV.csv
2,Rat2,6,0.6212957651545747,0.9785092472569894,0.7466630345954781,0.7600107787658313,0.0,data_full\Rat2\CSV\Thermal_6_CSV.csv
2,Rat2,7,0.9049395135831129,0.9868041904491233,0.841756709654932,0.9459632880353828,0.8452338661930137,data_full\Rat2\CSV\Thermal_7_CSV.csv
2,Rat2,8,0.9164963352298028,0.9963831051155376,0.9140282818170442,0.9650402178335576,0.7905337361530715,data_full\Rat2\CSV\Thermal_8_CSV.csv
2,Rat2,9,0.8603113072005714,0.9963727185398655,0.8893759669932955,0.9447105900918672,0.6107859531772575,data_full\Rat2\CSV\Thermal_9_CSV.csv
2,Rat2,10,0.9025724823708692,0.9917919668485182,0.9175721243911578,0.9566682871495705,0.7442575510942304,data_full\Rat2\CSV\Thermal_10_CSV.csv
2,Rat2,11,0.937370915715804,0.9953243740030492,0.9182908952711873,0.9405747051541018,0.8952936884348778,data_full\Rat2\CSV\Thermal_11_CSV.csv
2,Rat2,12,0.8673361653536398,0.9924576922497326,0.7693428529797465,0.9210994075049375,0.7864447086801427,data_full\Rat2\CSV\Thermal_12_CSV.csv
2,Rat2,13,0.9348163120355717,0.9942968302662364,0.9159927694795928,0.9517385997308379,0.8772370486656201,data_full\Rat2\CSV\Thermal_13_CSV.csv
2,Rat2,14,0.9339001297884583,0.9941148187325705,0.9494181744803928,0.9754746571457172,0.8165928687951527,data_full\Rat2\CSV\Thermal_14_CSV.csv
