fold,rat,frame,image_miou,iou_background,iou_head,iou_body,iou_tail,csv_path
1,Rat3,1,0.818073281997779,0.9924561428051817,0.8365318711446196,0.9236666017020724,0.5196385123392423,data_full\Rat3\CSV\Thermal_1_CSV.csv
1,Rat3,2,0.8188909170123374,0.9928453742419627,0.8892808152067412,0.940848127761842,0.4525893508388038,data_full\Rat3\CSV\Thermal_2_CSV.csv
1,Rat3,3,0.7978842693959664,0.9912013454738453,0.7044578976334618,0.9089637719765583,0.5869140625,data_full\Rat3\CSV\Thermal_3_CSV.csv
1,Rat3,4,0.799464825995756,0.9917675561412178,0.5734058329214039,0.8603708791208792,0.7723150357995227,data_full\Rat3\CSV\Thermal_4_CSV.csv
1,Rat3,5,0.7951963850009193,0.9893657637840507,0.8675273645804098,0.9443368560836607,0.37955555555555553,data_full\Rat3\CSV\Thermal_5_CSV.csv
1,Rat3,6,0.8437761270430294,0.9862229556428715,0.7724761426418885,0.8959424267032567,0.7204629831841013,data_full\Rat3\CSV\Thermal_6_CSV.csv
1,Rat3,7,0.8702202554981765,0.9922631351962286,0.7796824666359871,0.8903152421189471,0.8186201780415431,data_full\Rat3\CSV\Thermal_7_CSV.csv
1,Rat3,8,0.756969315936535,0.9880447443025735,0.8715806715806715,0.9204439942601502,0.24780785360274496,data_full\Rat3\CSV\Thermal_8_CSV.csv
1,Rat3,9,0.854663140201187,0.9847757635046315,0.8743633276740238,0.9013556308683816,0.6581578387577112,data_full\Rat3\CSV\Thermal_9_CSV.csv
1,Rat3,10,0.8251226609597392,0.9860151205425225,0.8353310502283106,0.8813124947483405,0.5978319783197832,data_full\Rat3\CSV\Thermal_10_CSV.csv
1,Rat3,11,0.8075498319459615,0.9641902235347607,0.7929067641681902,0.8707073960737997,0.6023949440070961,data_full\Rat3\CSV\Thermal_11_CSV.csv
1,Rat3,12,0.7968865722729939,0.9707824866132767,0.8477161969912522,0.8593165755289948,0.5097310299584518,data_full\Rat3\CSV\Thermal_12_CSV.csv
1,Rat3,13,0.834990779489628,0.9783434457236521,0.8660606409297509,0.8902488449379914,0.6053101863671176,data_full\Rat3\CSV\Thermal_13_CSV.csv
