fold,rat,frame,image_miou,iou_background,iou_head,iou_body,iou_tail,csv_path
5,Rat5,1,0.8532188890572069,0.9929039760150187,0.8182352941176471,0.8971557405480403,0.7045805455481214,data_full\Rat5\CSV\Thermal_1_CSV.csv
5,Rat5,2,0.8889169893221626,0.9944841943638495,0.8610606310920205,0.8964168861224164,0.8037062457103638,data_full\Rat5\CSV\Thermal_2_CSV.csv
5,Rat5,3,0.8280099832106654,0.9940194849040224,0.8651780667043527,0.9343549862763038,0.5184873949579832,data_full\Rat5\CSV\Thermal_3_CSV.csv
5,Rat5,4,0.8271746986955161,0.9914425895468154,0.8713475795900567,0.9131002266950607,0.5328083989501312,data_full\Rat5\CSV\Thermal_4_CSV.csv
5,Rat5,5,0.8550878764108142,0.992119436501114,0.8524382520582647,0.9272759707438901,0.6485178463399879,data_full\Rat5\CSV\Thermal_5_CSV.csv
5,Rat5,6,0.8010426574512832,0.9942618853609603,0.6812006319115324,0.8594063997526665,0.6693017127799736,data_full\Rat5\CSV\Thermal_6_CSV.csv
5,Rat5,7,0.7326237677030581,0.9906975903396663,0.8219015615734335,0.9107530617562755,0.20714285714285716,data_full\Rat5\CSV\Thermal_7_CSV.csv
5,Rat5,8,0.8861965514229455,0.9913496846318299,0.8261248185776487,0.9462453259861116,0.7810663764961915,data_full\Rat5\CSV\Thermal_8_CSV.csv
5,Rat5,9,0.9059976128804125,0.9878845548977374,0.9307534374416724,0.9438748866228733,0.7614775725593668,data_full\Rat5\CSV\Thermal_9_CSV.csv
5,Rat5,10,0.899733131714256,0.9887982671525313,0.9092887816930407,0.9228285933897002,0.7780168846217513,data_full\Rat5\CSV\Thermal_10_CSV.csv
5,Rat5,11,0.8895122976012574,0.9860383000258837,0.917933894683926,0.9264691814674277,0.7276078142277921,data_full\Rat5\CSV\Thermal_11_CSV.csv
5,Rat5,12,0.7636401343601079,0.980061295663508,0.6697900399097693,0.8608981128610129,0.5438110890061414,data_full\Rat5\CSV\Thermal_12_CSV.csv
5,Rat5,13,0.8816681245385818,0.9882999321495358,0.9247667472972306,0.9573905640933733,0.6562152546141873,data_full\Rat5\CSV\Thermal_13_CSV.csv
5,Rat5,14,0.8661138941938653,0.9874706788680518,0.8875054083938272,0.9269053997591368,0.6625740897544454,data_full\Rat5\CSV\Thermal_14_CSV.csv
5,Rat5,15,0.9099065570224494,0.9927183517848632,0.8704550402786849,0.95723813260102,0.8192147034252297,data_full\Rat5\CSV\Thermal_15_CSV.csv
5,Rat5,16,0.891781865857615,0.990604058667341,0.7928111224143778,0.9427539252466305,0.8409583571021106,data_full\Rat5\CSV\Thermal_16_CSV.csv
