fold,rat,frame,image_miou,iou_background,iou_head,iou_body,iou_tail,csv_path
3,Rat1,1,0.842668347677365,0.9923682583114815,0.7605912831453825,0.8802684344054341,0.7374454148471615,data_full\Rat1\CSV\Thermal_1_CSV.csv
3,Rat1,2,0.8683191477330674,0.9955526610897896,0.8227106227106227,0.8912578486165735,0.7637554585152838,data_full\Rat1\CSV\Thermal_2_CSV.csv
3,Rat1,3,0.8452293199439769,0.9948852372959793,0.710808688824915,0.8854777256740914,0.7897456279809221,data_full\Rat1\CSV\Thermal_3_CSV.csv
3,Rat1,4,0.8127808437231483,0.9920835847756302,0.859152625552102,0.9295543136241957,0.4703328509406657,data_full\Rat1\CSV\Thermal_4_CSV.csv
3,Rat1,5,0.8519771857654519,0.9923990312420861,0.9257294429708223,0.9545690012432656,0.5352112676056338,data_full\Rat1\CSV\Thermal_5_CSV.csv
3,Rat1,6,0.8653432921435902,0.9924152042727336,0.7370625186957822,0.8771526180018128,0.8547428276040321,data_full\Rat1\CSV\Thermal_6_CSV.csv
3,Rat1,7,0.8843279118065617,0.9910133809414385,0.8056449616241644,0.8982273838630807,0.842425920797563,data_full\Rat1\CSV\Thermal_7_CSV.csv
3,Rat1,8,0.8460369989567245,0.983987569947537,0.9112690889942074,0.9447261663286004,0.544165170556553,data_full\Rat1\CSV\Thermal_8_CSV.csv
3,Rat1,9,0.876109824442609,0.9879427896914204,0.8398837084096048,0.9094416704493872,0.7671711292200233,data_full\Rat1\CSV\Thermal_9_CSV.csv
3,Rat1,10,0.7340028187244516,0.9857332364624788,0.5747497578301582,0.8033442509912084,0.5721840296139609,data_full\Rat1\CSV\Thermal_10_CSV.csv
3,Rat1,12,0.853060429091579,0.9835276267736106,0.6413521648529752,0.901931848671854,0.8854300760678759,data_full\Rat1\CSV\Thermal_12_CSV.csv
3,Rat1,13,0.9098314916736093,0.9864061172472387,0.8597014925373134,0.9097721175491073,0.8834462393607782,data_full\Rat1\CSV\Thermal_13_CSV.csv
