fold,rat,frame,image_miou,iou_background,iou_head,iou_body,iou_tail,csv_path
5,Rat20,95,0.760084544722957,0.9864781710030136,0.9136232127133214,0.9399262361692817,0.20031055900621117,data_full\Rat20\CSV\Thermal_95_CSV.csv
1,Rat13,5,0.7605308709422146,0.9934000790870693,0.8054457619675011,0.905145007461234,0.3381326352530541,data_full\Rat13\CSV\Thermal_5_CSV.csv
1,Rat25,29,0.7611771806620814,0.9859535261942571,0.904127100073046,0.9845063458051755,0.17012175057584733,data_full\Rat25\CSV\Thermal_29_CSV.csv
5,Rat21,33,0.7612469639207673,0.9911685386598702,0.9449214659685864,0.9740481353763021,0.1348497156783103,data_full\Rat21\CSV\Thermal_33_CSV.csv
5,Rat20,28,0.762656112604106,0.9917396533083903,0.9454650195224988,0.9682086550314669,0.14521112255406798,data_full\Rat20\CSV\Thermal_28_CSV.csv
5,Rat21,3,0.7630001631405644,0.9883253698280529,0.8297557364914878,0.9297550760265866,0.30416447021613074,data_full\Rat21\CSV\Thermal_3_CSV.csv
3,Rat1,42,0.7632953264780098,0.9933140182750168,0.6230062832286128,0.919702185573613,0.5171588188347965,data_full\Rat1\CSV\Thermal_42_CSV.csv
5,Rat5,12,0.7636401343601079,0.980061295663508,0.6697900399097693,0.8608981128610129,0.5438110890061414,data_full\Rat5\CSV\Thermal_12_CSV.csv
2,Rat2,23,0.7637598820317475,0.9961766773695541,0.8589473684210527,0.8702581369248036,0.32965734541157937,data_full\Rat2\CSV\Thermal_23_CSV.csv
3,Rat18,27,0.7641459620624893,0.9881444510750647,0.882327492969933,0.9674712245447896,0.21864067966016992,data_full\Rat18\CSV\Thermal_27_CSV.csv
5,Rat20,91,0.7651361240124339,0.988653253714886,0.9341252699784017,0.9754059379033901,0.16236003445305772,data_full\Rat20\CSV\Thermal_91_CSV.csv
3,Rat18,97,0.7654045119222493,0.986258570416737,0.7912412071704107,0.9462564862861379,0.33786178381571175,data_full\Rat18\CSV\Thermal_97_CSV.csv
4,Rat19,106,0.7655024386440799,0.9840053533696771,0.8309146877748461,0.9730360856715438,0.2740536277602524,data_full\Rat19\CSV\Thermal_106_CSV.csv
5,Rat20,1,0.7670384143445731,0.9900278276017331,0.8731333059323195,0.9565957730960569,0.248396750748183,data_full\Rat20\CSV\Thermal_1_CSV.csv
4,Rat19,94,0.7670640212573546,0.9914320019583995,0.9145341006489531,0.9642380343701179,0.19805194805194806,data_full\Rat19\CSV\Thermal_94_CSV.csv
4,Rat19,67,0.7684099700742952,0.9860428457269215,0.8841032043279234,0.930323098535019,0.2731707317073171,data_full\Rat19\CSV\Thermal_67_CSV.csv
2,Rat2,30,0.7686297840086853,0.9852822464946344,0.8715964063579821,0.9426342781684734,0.27500620501365103,data_full\Rat2\CSV\Thermal_30_CSV.csv
3,Rat22,5,0.768855550272922,0.9953208010602039,0.49384867746565514,0.8597898758357211,0.7264628467301073,data_full\Rat22\CSV\Thermal_5_CSV.csv
5,Rat20,7,0.7694436423559327,0.99086853697474,0.7714045886961388,0.9400937464273466,0.37540769732550555,data_full\Rat20\CSV\Thermal_7_CSV.csv
5,Rat21,138,0.7698829883642928,0.9946374834699127,0.9110646510131876,0.9535917237359756,0.22023809523809523,data_full\Rat21\CSV\Thermal_138_CSV.csv
4,Rat19,21,0.7710271032539477,0.9860341419586702,0.9160215415684955,0.9572258781300743,0.22482685135855088,data_full\Rat19\CSV\Thermal_21_CSV.csv
2,Rat2,33,0.7713358139048264,0.986080260093516,0.8601268760637475,0.9430576880894933,0.296078431372549,data_full\Rat2\CSV\Thermal_33_CSV.csv
5,Rat20,12,0.7718898030725441,0.9886138158258021,0.6713021491782554,0.9226054639108039,0.5050377833753149,data_full\Rat20\CSV\Thermal_12_CSV.csv
5,Rat20,96,0.772550355181097,0.9900780407197208,0.8933196563662008,0.9555410973758404,0.25126262626262624,data_full\Rat20\CSV\Thermal_96_CSV.csv
3,Rat22,36,0.7726503616682,0.9918178650771945,0.9202904462755976,0.9196616135808777,0.25883152173913043,data_full\Rat22\CSV\Thermal_36_CSV.csv
